rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
241,691026,Masyn Winn,STL,PHI,2026-08-12T18:15:00Z,Scheduled,6,Zack Wheeler,554430,R,30.4,Longshot,Watch List,Projected Lineup,15.4,23.9,22.1,71.7,50.0,34.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.68,34.95,88.23,98.6564,0.3386,0.0881,0.2993,71.17,15.84,32.25,20.83,5.5,0.0911,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
242,687551,Drew Gilbert,SF,HOU,2026-08-12T19:45:00Z,Scheduled,6,Bryan King,687911,L,30.3,Longshot,Watch List,Projected Lineup,15.9,24.9,19.3,71.7,50.0,33.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.2,34.89,86.39,97.8628,0.3598,0.1146,0.3029,70.59,10.13,39.93,19.83,4.4,0.1355,5.87,36.73,87.56,0.372,0.1294,20.12,,,Oracle Park,
243,807712,Luke Keaschall,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,8,Shane Baz,669358,R,29.9,Longshot,Watch List,Projected Lineup,11.0,40.3,27.1,47.9,50.0,25.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.8,29.38,85.08,96.603,0.3549,0.109,0.3142,68.64,7.87,38.89,26.83,5.4,0.1101,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
244,677587,Brayan Rocchio,CLE,DET,2026-08-12T22:40:00Z,Scheduled,9,Framber Valdez,664285,L,29.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.1,33.9,27.6,40.2,75.0,6.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.44,32.0,86.95,97.1995,0.3517,0.1067,0.295,70.0,7.15,43.57,25.02,7.8,0.114,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
245,676391,Ernie Clement,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,6,Ranger Suarez,624133,L,29.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.9,18.0,30.4,71.7,78.0,32.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.4,22.43,85.34,94.7922,0.3401,0.0881,0.2729,67.46,2.61,42.62,28.32,9.0,0.1245,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
246,670032,Nicky Lopez,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,9,George Klassen,691946,R,29.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",2.0,45.7,28.2,40.2,80.0,15.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.33,84.52,95.2048,0.262,0.0405,0.2519,66.65,0.75,34.08,11.16,0.7,0.0301,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
247,666152,David Hamilton,MIL,SD,2026-08-12T20:10:00Z,Scheduled,9,Robbie Ray,592662,L,29.0,Longshot,Watch List,Projected Lineup,10.5,47.4,22.6,40.2,50.0,12.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.32,27.17,86.53,96.6586,0.2994,0.0939,0.2621,69.8,7.22,34.34,26.3,3.9,0.1028,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
248,702332,Caleb Durbin,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,7,José Soriano,667755,R,28.7,Longshot,Watch List,Projected Lineup,5.0,36.4,30.4,59.8,50.0,16.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.16,27.11,84.29,95.9639,0.3326,0.093,0.2931,68.88,5.37,41.44,18.98,11.0,0.1457,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
249,691594,Javier Sanoja,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,9,Carmen Mlodzinski,669387,R,28.6,Longshot,Watch List,Projected Lineup,9.8,40.8,21.5,40.2,50.0,43.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.08,32.13,87.24,97.3416,0.3343,0.0781,0.2792,69.07,6.67,37.94,19.04,4.6,0.1411,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
250,687529,Grant McCray,SF,HOU,2026-08-12T19:45:00Z,Scheduled,8,Bryan King,687911,L,28.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",25.6,24.9,19.3,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,14,0,"Last 7 games: 0/14, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.39,25.06,86.89,98.1438,0.3133,0.1323,0.2732,72.08,24.22,42.04,22.19,0.7,0.084,5.87,36.73,87.56,0.372,0.1294,20.12,,,Oracle Park,
251,691373,Jhostynxon Garcia,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,9,Janson Junk,676083,R,28.4,Longshot,Watch List,Projected Lineup,13.4,44.5,21.5,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.24,37.61,86.41,97.4476,0.2864,0.0725,0.2628,74.65,46.78,39.85,11.27,0.0,0.0576,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
252,623168,Tyler Heineman,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,9,Cal Quantrill,615698,R,28.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.3,47.1,28.2,40.2,75.0,5.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.59,14.98,82.09,92.4554,0.2776,0.0559,0.2541,65.68,0.21,44.69,21.68,1.6,0.0773,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
253,703520,Brett Bateman,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,1,Ranger Suarez,624133,L,28.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",3.6,18.0,30.4,88.7,50.0,22.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,6,22,0,"Last 5 games: 6/22, 0 HR","same-side matchup; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,25.0,85.2,95.8086,0.314,0.085,0.274,68.3,0.0,6.3,12.5,0.0,0.091,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
254,683083,Nasim Nunez,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,9,David Peterson,656849,L,27.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.1,36.2,28.2,40.2,75.0,1.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","switch hitter; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.69,27.71,85.87,95.9496,0.2998,0.0727,0.2785,68.74,4.84,31.57,18.47,1.9,0.0769,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
255,663494,Bryan Torres,STL,PHI,2026-08-12T18:15:00Z,Scheduled,9,Zack Wheeler,554430,R,26.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.7,23.9,22.1,40.2,80.0,0.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.1,28.4,86.7,96.0825,0.37,0.134,0.293,66.1,1.1,48.1,23.5,4.0,0.165,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
256,665926,Andres Gimenez,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,7,Ranger Suarez,624133,L,26.7,Longshot,Watch List,Projected Lineup,7.4,18.0,30.4,59.8,50.0,50.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.35,24.97,85.95,95.9021,0.3358,0.0978,0.2814,68.46,5.28,38.31,23.37,7.7,0.1163,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
257,665877,Jose Fermin,STL,PHI,2026-08-12T18:15:00Z,Scheduled,7,Zack Wheeler,554430,R,26.4,Longshot,Watch List,Projected Lineup,11.4,23.9,22.1,59.8,50.0,15.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.47,31.78,86.96,96.7913,0.3551,0.0948,0.3117,68.07,2.95,48.74,24.52,3.8,0.1221,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
258,664702,Myles Straw,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,8,Ranger Suarez,624133,L,26.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.9,18.0,30.4,47.9,78.0,6.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.48,25.84,86.22,95.8224,0.3587,0.1025,0.2936,68.26,5.73,36.22,27.11,3.3,0.1092,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
259,683766,Christian Koss,SF,HOU,2026-08-12T19:45:00Z,Scheduled,9,Bryan King,687911,L,24.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.9,24.9,19.3,40.2,78.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.53,27.93,84.94,96.9378,0.3005,0.0851,0.2459,69.51,5.65,39.35,23.88,0.9,0.0522,5.87,36.73,87.56,0.372,0.1294,20.12,,,Oracle Park,
260,701852,Drew Cavanaugh,SF,HOU,2026-08-12T19:45:00Z,Scheduled,7,Bryan King,687911,L,24.2,Longshot,Watch List,Projected Lineup,5.7,24.9,19.3,59.8,50.0,12.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,22.4,84.7,97.1466,0.321,0.086,0.307,69.3,4.2,22.4,18.4,0.0,0.016,5.87,36.73,87.56,0.372,0.1294,20.12,,,Oracle Park,
261,666163,Ben Rortvedt,LAD,KC,2026-08-13T02:10:00Z,Scheduled,9,Daniel Lynch IV,663738,L,21.7,Longshot,Watch List,Projected Lineup,2.8,25.7,27.6,40.2,50.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,1,6,0,"Last 5 games: 1/6, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.99,5.88,85.33,92.5102,0.2782,0.0389,0.2428,68.07,1.47,47.39,6.21,0.3,0.0159,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
